step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,aml_flag
675,TRANSFER,10000000.0,C1291955358,12772043.9,2772043.9,C285979005,0.0,0.0,1,0,Layering
260,CASH_IN,388328.27,C1963426051,4163255.6,4551583.87,C1090036086,28618247.66,28229919.39,0,0,Dormant Activity
221,TRANSFER,1123561.68,C1234309969,1123561.68,0.0,C587188586,0.0,0.0,1,0,Layering
160,TRANSFER,2432747.48,C1616917685,2432747.48,0.0,C2003827425,0.0,0.0,1,0,Layering
608,TRANSFER,4716307.48,C941946048,4716307.48,0.0,C34938557,0.0,0.0,1,0,Layering
560,TRANSFER,143275.81,C1645658263,143275.81,0.0,C1494621207,0.0,0.0,1,0,Dormant Activity
550,CASH_IN,8457.43,C1368211833,188.0,8645.43,C2058780641,47440.86,38983.44,0,0,Dormant Activity
563,TRANSFER,1676936.79,C1454005383,1676936.79,0.0,C1762009463,0.0,0.0,1,0,Layering
370,CASH_IN,81833.13,C230584214,5666094.13,5747927.27,C1344672545,2785905.43,2704072.3,0,0,Dormant Activity
10,TRANSFER,475262.82,C1679629000,0.0,0.0,C333422901,1108102.77,1583365.58,0,0,Dormant Activity
382,TRANSFER,1595587.46,C1069976593,1595587.46,0.0,C1835585013,0.0,0.0,1,0,Layering
20,PAYMENT,6711.85,C1042205751,0.0,0.0,M492569848,0.0,0.0,0,0,Dormant Activity
450,CASH_OUT,10000000.0,C1552522980,10000000.0,0.0,C2104816494,415882.73,10415882.73,1,0,Dormant Activity
59,TRANSFER,1367340.03,C453950944,1367340.03,0.0,C1875884022,0.0,0.0,1,0,Layering
130,CASH_OUT,115571.77,C1990530716,264492.83,148921.06,C1875540277,339802.11,455373.88,0,0,Dormant Activity
459,TRANSFER,1153156.0,C1788207069,1153156.0,0.0,C2113625922,0.0,0.0,1,0,Layering
35,TRANSFER,3606943.31,C1054903406,3606943.31,0.0,C755069790,0.0,0.0,1,0,Layering
659,TRANSFER,1467987.57,C2035870900,1467987.57,0.0,C1336055115,0.0,0.0,1,0,Layering
620,CASH_OUT,161272.92,C1122962082,161272.92,0.0,C546830525,783850.08,945123.0,1,0,Dormant Activity
514,TRANSFER,1586799.21,C1980807641,1614.0,0.0,C1372786626,278047.18,1864846.39,0,0,Layering
285,TRANSFER,1421665.98,C1217403648,1421665.98,0.0,C483706610,0.0,0.0,1,0,Layering
216,TRANSFER,1591587.2,C51604499,0.0,0.0,C494845714,6960872.61,8552459.81,0,0,Layering
740,CASH_OUT,1312694.5,C1078953751,1312694.5,0.0,C1920187579,0.0,1312694.5,1,0,Dormant Activity
20,CASH_IN,126469.12,C886454465,6059451.39,6185920.51,C1961374136,176978.91,194366.36,0,0,Dormant Activity
390,TRANSFER,4525901.25,C220187177,4525901.25,0.0,C1783675813,0.0,0.0,1,0,Layering
120,PAYMENT,10385.09,C1266534236,45344.0,34958.91,M1641412071,0.0,0.0,0,0,Dormant Activity
250,PAYMENT,4456.32,C1814618614,227634.04,223177.71,M1127842192,0.0,0.0,0,0,Dormant Activity
33,TRANSFER,1448630.38,C101899927,1448630.38,0.0,C679483948,0.0,0.0,1,0,Layering
40,TRANSFER,191233.15,C1423828327,0.0,0.0,C1654561111,430474.08,621707.23,0,0,Dormant Activity
336,TRANSFER,1950022.93,C464058059,1950022.93,0.0,C539311335,0.0,0.0,1,0,Layering
560,TRANSFER,912117.82,C1573658797,912117.82,0.0,C254901264,0.0,0.0,1,0,Dormant Activity
610,PAYMENT,4217.84,C2033783780,576.0,0.0,M1920476950,0.0,0.0,0,0,Dormant Activity
280,PAYMENT,3560.03,C1563990563,50226.0,46665.97,M4506020,0.0,0.0,0,0,Dormant Activity
658,TRANSFER,1641792.79,C13225797,1641792.79,0.0,C600757779,0.0,0.0,1,0,Layering
300,CASH_IN,20264.25,C403918851,31199.0,51463.25,C380906278,0.0,0.0,0,0,Dormant Activity
366,TRANSFER,5807351.83,C957078136,5807351.83,0.0,C819604043,0.0,0.0,1,0,Layering
380,CASH_OUT,299089.6,C953570770,39955.0,0.0,C684011852,0.0,299089.6,0,0,Dormant Activity
350,CASH_OUT,5963850.34,C1892591356,5963850.34,0.0,C1336813990,224597.16,6188447.5,1,0,Dormant Activity
690,CASH_OUT,343429.34,C2015128737,343429.34,0.0,C1083108858,111504.02,454933.37,1,0,Dormant Activity
661,TRANSFER,2140888.35,C341573287,2140888.35,0.0,C1419097479,0.0,0.0,1,0,Layering
200,TRANSFER,54380.21,C910554500,54380.21,0.0,C1125661425,0.0,0.0,1,0,Dormant Activity
280,TRANSFER,80273.47,C1175168835,0.0,0.0,C533666141,1069367.88,1149641.35,0,0,Dormant Activity
677,TRANSFER,9295454.24,C1216463302,9295454.24,0.0,C1920599052,0.0,0.0,1,0,Layering
370,CASH_IN,275516.35,C1936051617,252383.0,527899.35,C480593952,1125595.78,850079.43,0,0,Dormant Activity
465,TRANSFER,2577489.07,C939367162,2577489.07,0.0,C2087484651,0.0,0.0,1,0,Layering
559,TRANSFER,1431634.93,C190430667,1431634.93,0.0,C581503957,0.0,0.0,1,0,Layering
13,TRANSFER,2686564.04,C364029634,2686564.04,0.0,C2041291172,0.0,0.0,1,0,Layering
401,TRANSFER,1672570.76,C1853440908,1672570.76,0.0,C571802760,0.0,0.0,1,0,Layering
366,TRANSFER,2701644.17,C1273953731,2701644.17,0.0,C1701713893,0.0,0.0,1,0,Layering
130,TRANSFER,1008055.55,C1825366085,0.0,0.0,C1054427962,2990117.7,3998173.24,0,0,Layering
145,TRANSFER,1767886.02,C1544286887,1767886.02,0.0,C436837170,0.0,0.0,1,0,Layering
300,CASH_IN,306057.4,C143661926,3882971.9,4189029.3,C56845046,5572829.37,5266771.97,0,0,Dormant Activity
380,PAYMENT,5466.03,C1896561078,0.0,0.0,M831854039,0.0,0.0,0,0,Dormant Activity
315,TRANSFER,7748802.0,C149785547,7748802.0,0.0,C733601841,0.0,0.0,1,0,Layering
474,TRANSFER,1499869.54,C687615410,1499869.54,0.0,C1163176037,0.0,0.0,1,0,Layering
196,TRANSFER,1221900.21,C983611149,1221900.21,0.0,C691637954,0.0,0.0,1,0,Layering
110,TRANSFER,904124.58,C1150317761,904124.58,0.0,C1725680409,0.0,0.0,1,0,Dormant Activity
45,TRANSFER,7335355.57,C1102672587,7335355.57,0.0,C735323689,0.0,0.0,1,0,Layering
118,TRANSFER,10000000.0,C611232899,11812161.42,1812161.42,C1347105871,0.0,0.0,1,0,Layering
40,TRANSFER,7887.75,C1551140519,7887.75,0.0,C311151183,0.0,0.0,1,0,Dormant Activity
380,CASH_OUT,178864.47,C951665065,0.0,0.0,C432208827,8229734.17,8408598.65,0,0,Dormant Activity
690,TRANSFER,912950.54,C830197617,912950.54,0.0,C1728373339,0.0,0.0,1,0,Dormant Activity
380,CASH_OUT,150687.13,C512814353,10665.0,0.0,C313817405,37101.84,187788.96,0,0,Dormant Activity
440,CASH_OUT,4339822.23,C1536280530,4339822.23,0.0,C150352911,0.0,4339822.23,1,0,Dormant Activity
294,TRANSFER,7809301.98,C2147008654,7809301.98,0.0,C722948959,0.0,0.0,1,0,Layering
61,TRANSFER,1372301.24,C1544506396,1372301.24,0.0,C2060264943,0.0,0.0,1,0,Layering
424,TRANSFER,5475018.52,C889342614,5475018.52,0.0,C542998030,0.0,0.0,1,0,Layering
540,PAYMENT,12665.89,C721463239,0.0,0.0,M74458893,0.0,0.0,0,0,Dormant Activity
307,TRANSFER,2343696.85,C692748109,2343696.85,0.0,C145912882,0.0,0.0,1,0,Layering
210,CASH_IN,78846.76,C2115812382,25517.0,104363.76,C1549830749,437180.37,358333.6,0,0,Dormant Activity
270,TRANSFER,144731.73,C23978336,144731.73,0.0,C1766457372,0.0,0.0,1,0,Dormant Activity
464,TRANSFER,1506795.1,C1107109708,1506795.1,0.0,C2110704276,0.0,0.0,1,0,Layering
120,CASH_OUT,1860190.06,C1426147702,1860190.06,0.0,C1451093652,300576.4,2160766.46,1,0,Dormant Activity
380,TRANSFER,330218.85,C94784819,330218.85,0.0,C597468231,0.0,0.0,1,0,Dormant Activity
509,TRANSFER,1994525.04,C96305554,1994525.04,0.0,C1951018311,0.0,0.0,1,0,Layering
180,CASH_OUT,62233.15,C1280032442,52945.0,0.0,C1667089666,64366.05,126599.2,0,0,Dormant Activity
350,CASH_OUT,257988.47,C1245702576,257988.47,0.0,C263880637,379488.01,637476.48,1,0,Dormant Activity
617,TRANSFER,10000000.0,C1255348086,32542664.27,22542664.27,C103172881,0.0,0.0,1,0,Layering
494,TRANSFER,3642569.29,C964891508,3642569.29,0.0,C262568847,0.0,0.0,1,0,Layering
560,TRANSFER,357882.83,C496377670,357882.83,0.0,C1095351700,0.0,0.0,1,0,Dormant Activity
160,TRANSFER,440120.98,C1832996597,30229.0,0.0,C640505837,2116.48,442237.46,0,0,Dormant Activity
40,TRANSFER,354369.64,C1788765730,204842.0,0.0,C1172367117,0.0,354369.64,0,0,Dormant Activity
218,TRANSFER,7983958.34,C58219748,7983958.34,0.0,C792397679,0.0,0.0,1,0,Layering
305,TRANSFER,9973371.34,C482903309,1053.0,0.0,C276999823,0.0,9973371.34,0,0,Layering
640,TRANSFER,46973.96,C1365004104,46973.96,0.0,C724484152,0.0,0.0,1,0,Dormant Activity
610,CASH_OUT,493538.8,C49558128,493538.8,0.0,C1323987064,341590.52,835129.32,1,0,Dormant Activity
294,TRANSFER,3731378.32,C1811823904,3731378.32,0.0,C1784541207,0.0,0.0,1,0,Layering
323,TRANSFER,5024796.27,C525184465,34249.0,0.0,C808312833,97019.45,5121815.72,0,0,Layering
330,CASH_IN,72741.59,C593606771,18228221.53,18300963.12,C619518219,540570.96,467829.37,0,0,Dormant Activity
120,CASH_OUT,544890.56,C1805538854,0.0,0.0,C583331228,2053719.23,2598609.79,0,0,Dormant Activity
483,TRANSFER,7576324.61,C149249593,7576324.61,0.0,C210740885,0.0,0.0,1,0,Layering
10,PAYMENT,6183.62,C1131063500,41025.0,34841.38,M416362446,0.0,0.0,0,0,Dormant Activity
187,TRANSFER,2044841.02,C1216424178,2044841.02,0.0,C988753376,0.0,0.0,1,0,Layering
90,CASH_OUT,249791.3,C712828337,249791.3,0.0,C1973032153,0.0,249791.3,1,0,Dormant Activity
280,PAYMENT,2821.33,C1533833580,5994.0,3172.67,M408914111,0.0,0.0,0,0,Dormant Activity
60,TRANSFER,45807.51,C958487787,45807.51,0.0,C218393296,0.0,0.0,1,0,Dormant Activity
210,PAYMENT,11009.46,C1877026811,0.0,0.0,M761623836,0.0,0.0,0,0,Dormant Activity
562,TRANSFER,6324299.91,C1187969526,6324299.91,0.0,C962858341,0.0,0.0,1,0,Layering
210,CASH_IN,348673.08,C1042432895,5991551.26,6340224.34,C1286690609,1323731.13,975058.04,0,0,Dormant Activity
160,PAYMENT,4983.92,C1020162327,0.0,0.0,M78848933,0.0,0.0,0,0,Dormant Activity
470,TRANSFER,2198220.97,C1393439924,2198220.97,0.0,C851338379,0.0,0.0,1,0,Layering
189,TRANSFER,2216703.82,C1080269027,2216703.82,0.0,C967600004,0.0,0.0,1,0,Layering
359,TRANSFER,10000000.0,C1889901787,12056779.24,2056779.24,C1023006881,0.0,0.0,1,0,Layering
280,CASH_OUT,114278.07,C1967857939,9293.0,0.0,C163287127,0.0,114278.07,0,0,Dormant Activity
730,TRANSFER,1665334.68,C1901678626,1665334.68,0.0,C223228023,0.0,0.0,1,0,Layering
528,TRANSFER,1016302.6,C1614163884,1016302.6,0.0,C345391268,0.0,0.0,1,0,Layering
200,TRANSFER,7482670.24,C679238677,7482670.24,0.0,C2112303163,0.0,0.0,1,0,Layering
140,TRANSFER,2873536.01,C617343530,2873536.01,0.0,C826178834,0.0,0.0,1,0,Layering
71,TRANSFER,2949339.09,C866984681,2949339.09,0.0,C1857536723,0.0,0.0,1,0,Layering
172,TRANSFER,1116508.49,C662766800,1116508.49,0.0,C18004144,0.0,0.0,1,0,Layering
483,TRANSFER,3488355.65,C1713336918,3488355.65,0.0,C1279746199,0.0,0.0,1,0,Layering
743,TRANSFER,6311409.28,C1529008245,6311409.28,0.0,C1881841831,0.0,0.0,1,0,Layering
660,CASH_OUT,14360.12,C808321528,14360.12,0.0,C314882858,8869218.72,8883578.84,1,0,Dormant Activity
647,TRANSFER,1517771.48,C142345179,1517771.48,0.0,C1700658534,0.0,0.0,1,0,Layering
389,TRANSFER,1312947.27,C895840599,1312947.27,0.0,C180207582,0.0,0.0,1,0,Layering
35,TRANSFER,1380570.07,C464619881,0.0,0.0,C1872129696,3117164.64,4497734.71,0,0,Layering
199,TRANSFER,3644234.06,C1362743884,3644234.06,0.0,C1885652629,0.0,0.0,1,0,Layering
41,TRANSFER,1028852.71,C1719409828,20246.0,0.0,C1121929205,1041815.86,2070668.57,0,0,Layering
292,TRANSFER,2582733.46,C599107139,2582733.46,0.0,C48279139,0.0,0.0,1,0,Layering
600,CASH_OUT,3455440.17,C2035809060,3455440.17,0.0,C1375290514,333449.12,3788889.29,1,0,Dormant Activity
170,CASH_OUT,6302888.93,C1323638722,6302888.93,0.0,C378717851,73921.3,6376810.23,1,0,Dormant Activity
270,TRANSFER,395531.72,C497404985,395531.72,0.0,C1272345661,0.0,0.0,1,0,Dormant Activity
401,TRANSFER,1514913.43,C1157332975,0.0,0.0,C373225909,2711639.52,4226552.95,0,0,Layering
230,CASH_OUT,1827209.07,C671668065,1827209.07,0.0,C835636847,944687.45,2771896.52,1,0,Dormant Activity
557,TRANSFER,3571807.73,C44010556,3571807.73,0.0,C1705119196,0.0,0.0,1,0,Layering
330,CASH_OUT,269656.78,C1233827125,49132.0,0.0,C25463730,0.0,269656.78,0,0,Dormant Activity
98,TRANSFER,1155819.58,C1274651891,1155819.58,0.0,C2045107453,0.0,0.0,1,0,Layering
32,TRANSFER,2023920.09,C306405849,2023920.09,0.0,C193080093,0.0,0.0,1,0,Layering
370,CASH_OUT,563149.41,C1079337250,563149.41,0.0,C1882398293,65562.72,628712.13,1,0,Dormant Activity
310,CASH_OUT,112729.38,C1728598925,29913.0,0.0,C368673713,0.0,112729.38,0,0,Dormant Activity
132,TRANSFER,1090725.94,C756922979,40036.0,0.0,C14179045,78633.7,1169359.64,0,0,Layering
108,TRANSFER,7060216.94,C1821246962,7060216.94,0.0,C1379131960,0.0,0.0,1,0,Layering
320,TRANSFER,171200.54,C1500602777,171200.54,0.0,C2119310535,0.0,0.0,1,0,Dormant Activity
460,TRANSFER,414095.91,C1558078875,414095.91,0.0,C1062681354,0.0,0.0,1,0,Dormant Activity
230,CASH_OUT,40611.22,C1617773163,0.0,0.0,C478307499,0.0,40611.22,1,0,Dormant Activity
350,PAYMENT,2049.47,C1358335938,553430.0,551380.53,M1066829185,0.0,0.0,0,0,Dormant Activity
702,TRANSFER,3171085.59,C1892216157,3171085.59,3171085.59,C1308068787,0.0,0.0,1,1,Layering
130,CASH_OUT,257831.44,C1536469398,0.0,0.0,C1768001470,793840.32,1051671.76,0,0,Dormant Activity
681,TRANSFER,8104557.88,C2106211047,8104557.88,0.0,C1629558772,0.0,0.0,1,0,Layering
309,TRANSFER,2019508.99,C891657273,2019508.99,0.0,C862850216,0.0,0.0,1,0,Layering
394,TRANSFER,3354215.55,C1128510858,3354215.55,0.0,C907385207,0.0,0.0,1,0,Layering
730,TRANSFER,10000000.0,C1277761503,37316255.05,27316255.05,C500987951,0.0,0.0,1,0,Layering
266,TRANSFER,10000000.0,C1749184895,25494862.93,15494862.93,C1827220106,0.0,0.0,1,0,Layering
350,TRANSFER,52792.54,C15178195,0.0,0.0,C2141778711,137246.06,190038.6,0,0,Dormant Activity
719,TRANSFER,6219566.63,C1254000350,6219566.63,0.0,C432911682,0.0,0.0,1,0,Layering
520,CASH_OUT,53325.6,C1591981184,53325.6,0.0,C1131267206,753904.94,807230.54,1,0,Dormant Activity
116,TRANSFER,1243269.91,C338600181,1243269.91,0.0,C2026102647,0.0,0.0,1,0,Layering
444,TRANSFER,1108140.19,C1275336083,1108140.19,0.0,C173424746,0.0,0.0,1,0,Layering
180,CASH_OUT,887941.44,C1115286085,887941.44,0.0,C1695441224,69603.07,957544.51,1,0,Dormant Activity
10,CASH_IN,103833.31,C1642432032,6197377.98,6301211.29,C694632384,245566.61,422258.77,0,0,Dormant Activity
309,TRANSFER,1328643.11,C378522825,0.0,0.0,C822705596,4215756.32,5544399.42,0,0,Layering
268,TRANSFER,1070857.97,C526265092,1070857.97,0.0,C217951439,0.0,0.0,1,0,Layering
577,TRANSFER,1396824.94,C639529489,1396824.94,0.0,C1549495686,0.0,0.0,1,0,Layering
400,TRANSFER,245155.25,C1830554141,245155.25,0.0,C1838718052,0.0,0.0,1,0,Dormant Activity
380,TRANSFER,339770.85,C1528610338,45297.0,0.0,C1910603917,0.0,339770.85,0,0,Dormant Activity
291,TRANSFER,2324907.08,C1426577344,2324907.08,0.0,C1833411414,0.0,0.0,1,0,Layering
110,TRANSFER,2145934.81,C918480550,2145934.81,0.0,C602397056,0.0,0.0,1,0,Layering
523,TRANSFER,2135320.18,C220852922,2135320.18,0.0,C1681916503,0.0,0.0,1,0,Layering
230,TRANSFER,180226.94,C75850393,0.0,0.0,C2103118140,607488.67,787715.62,0,0,Dormant Activity
134,TRANSFER,2460110.25,C17491956,2460110.25,0.0,C983697974,0.0,0.0,1,0,Layering
690,TRANSFER,166891.51,C2093347986,166891.51,0.0,C900883802,0.0,0.0,1,0,Dormant Activity
250,CASH_OUT,326394.0,C1732640667,0.0,0.0,C817636941,354113.9,680507.89,0,0,Dormant Activity
638,TRANSFER,1559540.62,C485713115,1559540.62,0.0,C1786870760,0.0,0.0,1,0,Layering
230,TRANSFER,102009.37,C284996828,102009.37,0.0,C1044221964,0.0,0.0,1,0,Dormant Activity
306,TRANSFER,10000000.0,C108630257,10850530.59,850530.59,C1865083017,0.0,0.0,1,0,Layering
133,TRANSFER,1159010.44,C695823841,1159010.44,0.0,C679367763,0.0,0.0,1,0,Layering
44,TRANSFER,1649818.97,C369936121,1649818.97,0.0,C1347315975,0.0,0.0,1,0,Layering
571,TRANSFER,1889351.63,C1587077521,1889351.63,0.0,C1055395176,0.0,0.0,1,0,Layering
517,TRANSFER,4993938.87,C86350927,4993938.87,0.0,C1577873680,0.0,0.0,1,0,Layering
519,TRANSFER,1049424.26,C448865084,1049424.26,0.0,C154141586,0.0,0.0,1,0,Layering
400,TRANSFER,1191669.35,C2039894074,1191669.35,0.0,C2014043913,0.0,0.0,1,0,Layering
450,CASH_OUT,21708.13,C1128269552,21708.13,0.0,C1346281468,140777.56,162485.7,1,0,Dormant Activity
140,TRANSFER,150871.46,C1131916326,0.0,0.0,C838036946,474986.99,625858.45,0,0,Dormant Activity
250,CASH_OUT,177217.55,C605707294,177217.55,0.0,C869819387,1086981.95,1264199.5,1,0,Dormant Activity
84,TRANSFER,2627070.5,C98299573,2627070.5,0.0,C323116662,0.0,0.0,1,0,Layering
34,TRANSFER,1016540.35,C638438531,1016540.35,0.0,C2146216948,0.0,0.0,1,0,Layering
390,TRANSFER,1195842.37,C257290900,1195842.37,0.0,C1552849727,0.0,0.0,1,0,Layering
692,TRANSFER,10000000.0,C2087654131,12109967.47,2109967.47,C476523986,0.0,0.0,1,0,Layering
48,TRANSFER,2078560.34,C726327731,0.0,0.0,C1313582591,11682730.95,13761291.29,0,0,Layering
230,CASH_OUT,48078.85,C468213080,48078.85,0.0,C1734777637,288760.9,336839.74,1,0,Dormant Activity
640,TRANSFER,40867.66,C92605772,40867.66,0.0,C296814369,0.0,0.0,1,0,Dormant Activity
620,TRANSFER,260408.9,C1963047520,260408.9,0.0,C566620514,0.0,0.0,1,0,Dormant Activity
74,TRANSFER,4582074.51,C1151172465,4582074.51,0.0,C2088124795,0.0,0.0,1,0,Layering
730,CASH_OUT,0.0,C729003789,0.0,0.0,C1388096959,1008609.53,1008609.53,1,0,Dormant Activity
389,TRANSFER,1090527.71,C1037819437,1090527.71,0.0,C1813486985,0.0,0.0,1,0,Layering
440,CASH_OUT,1912961.16,C1229304317,1912961.16,0.0,C1540888387,225745.59,2138706.75,1,0,Dormant Activity
90,TRANSFER,249791.3,C2018224474,249791.3,0.0,C1562137241,0.0,0.0,1,0,Dormant Activity
502,TRANSFER,4758180.79,C1927843897,4758180.79,0.0,C1253561836,0.0,0.0,1,0,Layering
188,TRANSFER,1352956.88,C1452319023,0.0,0.0,C1238760760,28949092.21,30302049.1,0,0,Layering
660,CASH_OUT,227994.78,C1205421023,227994.78,0.0,C231892160,0.0,227994.78,1,0,Dormant Activity
730,TRANSFER,338364.14,C1396691078,338364.14,0.0,C476657096,0.0,0.0,1,0,Dormant Activity
658,TRANSFER,8730600.58,C1419011226,8730600.58,0.0,C150488099,0.0,0.0,1,0,Layering
130,CASH_OUT,58233.05,C1141482204,0.0,0.0,C116250334,5150387.7,5208620.75,0,0,Dormant Activity
280,CASH_IN,127642.13,C1222706934,6406674.88,6534317.01,C2140962756,2065898.45,1938256.31,0,0,Dormant Activity
250,PAYMENT,5150.47,C440064491,41048.0,35897.53,M1750417426,0.0,0.0,0,0,Dormant Activity
227,TRANSFER,2683064.51,C68634680,51868.0,0.0,C1445612150,0.0,2683064.51,0,0,Layering
350,CASH_IN,55296.18,C1064588715,98777.0,154073.18,C1151751573,768108.79,712812.6,0,0,Dormant Activity
410,TRANSFER,2876010.51,C22941522,2876010.51,0.0,C1821408221,0.0,0.0,1,0,Layering
447,TRANSFER,3965182.83,C786548391,3965182.83,0.0,C1008141615,0.0,0.0,1,0,Layering
273,TRANSFER,2230432.56,C49877168,2230432.56,0.0,C1235148349,0.0,0.0,1,0,Layering
363,TRANSFER,7703574.71,C219294261,7703574.71,0.0,C1925673449,0.0,0.0,1,0,Layering
33,TRANSFER,10000000.0,C1439740840,19887819.06,9887819.06,C875288652,0.0,0.0,1,0,Layering
120,TRANSFER,746518.21,C1049419908,746518.21,0.0,C713376763,0.0,0.0,1,0,Dormant Activity
