step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,type_CASH_OUT,type_TRANSFER,aml_flag_Clean,aml_flag_Dormant Activity,aml_flag_Layering
105,2988103.3,2988103.3,0.0,0.0,0.0,1,0,False,True,False,False,True
502,73051.02,73051.02,0.0,6049.33,79100.35,1,0,True,False,True,False,False
637,3845765.36,3845765.36,0.0,0.0,3845765.36,1,0,True,False,True,False,False
224,107351.33,107351.33,0.0,0.0,0.0,1,0,False,True,True,False,False
261,591032.52,591032.52,0.0,0.0,0.0,1,0,False,True,True,False,False
523,248799.49,248799.49,0.0,323143.23,571942.72,1,0,True,False,True,False,False
6,13704.0,13704.0,0.0,3382.84,143675.35,1,0,True,False,True,False,False
239,63944.13,63944.13,0.0,3034987.39,3098931.52,1,0,True,False,True,False,False
616,1265656.44,1265656.44,0.0,653351.54,1919007.98,1,0,True,False,True,False,False
144,325732.34,325732.34,0.0,0.0,0.0,1,0,False,True,True,False,False
300,264058.41,264058.41,0.0,0.0,0.0,1,0,False,True,False,True,False
381,102256.57,102256.57,0.0,0.0,0.0,1,0,False,True,True,False,False
66,2096634.43,2096634.43,0.0,183429.98,2280064.41,1,0,True,False,True,False,False
337,88748.63,88748.63,0.0,664794.37,753543.0,1,0,True,False,True,False,False
639,49199.2,49199.2,0.0,0.0,49199.2,1,0,True,False,True,False,False
518,95105.01,95105.01,0.0,1779246.39,1874351.4,1,0,True,False,True,False,False
211,1049232.11,1049232.11,0.0,0.0,0.0,1,0,False,True,False,False,True
495,1301090.39,1301090.39,0.0,0.0,0.0,1,0,False,True,False,False,True
129,617668.37,617668.37,0.0,108637.75,975065.21,1,0,True,False,True,False,False
596,204721.27,204721.27,0.0,0.0,204721.27,1,0,True,False,True,False,False
664,84771.55,84771.55,0.0,0.0,0.0,1,0,False,True,True,False,False
505,2979972.78,2979972.78,0.0,267407.43,3247380.2,1,0,True,False,True,False,False
735,243459.96,243459.96,0.0,9459523.04,9702983.01,1,0,True,False,True,False,False
132,768520.15,768520.15,0.0,218306.5,986826.65,1,0,True,False,True,False,False
2,18627.02,18627.02,0.0,147251.58,165878.6,1,0,True,False,True,False,False
42,3569720.42,3569720.42,0.0,0.0,3569720.42,1,0,True,False,True,False,False
273,601494.61,601494.61,0.0,0.0,0.0,1,0,False,True,True,False,False
143,810599.16,810599.16,0.0,0.0,0.0,1,0,False,True,True,False,False
150,119454.86,119454.86,0.0,0.0,119454.86,1,0,True,False,False,True,False
213,1835523.44,1835523.44,0.0,0.0,0.0,1,0,False,True,False,False,True
313,1467324.96,1467324.96,0.0,75565.92,1542890.88,1,0,True,False,True,False,False
120,746518.21,746518.21,0.0,0.0,0.0,1,0,False,True,False,True,False
301,408724.54,408724.54,0.0,0.0,408724.54,1,0,True,False,True,False,False
404,10000000.0,12754759.04,2754759.04,0.0,0.0,1,0,False,True,False,False,True
253,2415826.18,2415826.18,0.0,389260.33,2805086.51,1,0,True,False,True,False,False
691,84174.31,84174.31,0.0,0.0,0.0,1,0,False,True,True,False,False
357,2239461.29,2239461.29,0.0,0.0,0.0,1,0,False,True,False,False,True
415,23236.49,23236.49,0.0,179969.72,203206.21,1,0,True,False,True,False,False
728,6322399.97,6322399.97,0.0,0.0,0.0,1,0,False,True,False,False,True
410,871745.76,871745.76,0.0,1830440.62,2702186.38,1,0,True,False,False,True,False
608,4716307.48,4716307.48,0.0,0.0,4716307.48,1,0,True,False,True,False,False
98,1273674.05,1273674.05,0.0,0.0,0.0,1,0,False,True,False,False,True
709,242296.17,242296.17,0.0,0.0,242296.17,1,0,True,False,True,False,False
424,5475018.52,5475018.52,0.0,205724.59,5680743.11,1,0,True,False,True,False,False
50,967153.5,967153.5,0.0,0.0,0.0,1,0,False,True,False,True,False
705,989954.57,989954.57,0.0,861924.18,1851878.75,1,0,True,False,True,False,False
383,150406.91,150406.91,0.0,1903051.04,2053457.95,1,0,True,False,True,False,False
494,3642569.29,3642569.29,0.0,0.0,0.0,1,0,False,True,False,False,True
92,21574.55,21574.55,0.0,0.0,21574.55,1,0,True,False,True,False,False
86,17822.02,17822.02,0.0,0.0,0.0,1,0,False,True,True,False,False
83,594577.22,594577.22,0.0,0.0,0.0,1,0,False,True,True,False,False
584,777448.03,777448.03,0.0,0.0,0.0,1,0,False,True,True,False,False
309,96474.91,96474.91,0.0,0.0,96474.91,1,0,True,False,True,False,False
637,58521.53,58521.53,0.0,0.0,58521.53,1,0,True,False,True,False,False
722,59263.88,59263.88,0.0,1597464.29,1656728.17,1,0,True,False,True,False,False
463,279826.54,279826.54,0.0,492054.19,771880.72,1,0,True,False,True,False,False
404,186375.38,186375.38,0.0,427950.92,614326.3,1,0,True,False,True,False,False
149,661558.27,661558.27,0.0,3050611.21,3712169.48,1,0,True,False,True,False,False
701,1947831.96,1947831.96,0.0,0.0,1947831.96,1,0,True,False,True,False,False
507,10000000.0,17239986.95,7239986.95,0.0,0.0,1,0,False,True,False,False,True
540,342970.95,342970.95,0.0,0.0,0.0,1,0,False,True,False,True,False
148,3733104.07,3733104.07,0.0,0.0,0.0,1,0,False,True,False,False,True
504,1380940.73,1380940.73,0.0,185939.03,1566879.76,1,0,True,False,True,False,False
533,400517.07,400517.07,0.0,0.0,0.0,1,0,False,True,True,False,False
203,466580.69,466580.69,0.0,0.0,0.0,1,0,False,True,True,False,False
205,216179.15,216179.15,0.0,280881.31,497060.46,1,0,True,False,True,False,False
555,1235544.92,1235544.92,0.0,0.0,0.0,1,0,False,True,False,False,True
439,112656.24,112656.24,0.0,0.0,0.0,1,0,False,True,True,False,False
60,742973.53,742973.53,0.0,0.0,0.0,1,0,False,True,False,True,False
438,176776.55,176776.55,0.0,0.0,0.0,1,0,False,True,True,False,False
12,1041647.06,1041647.06,0.0,52730.33,1094377.39,1,0,True,False,True,False,False
161,1533798.48,1533798.48,0.0,0.0,0.0,1,0,False,True,False,False,True
520,1459180.14,1459180.14,0.0,0.0,0.0,1,0,False,True,False,False,True
276,321465.0,321465.0,0.0,377792.79,699257.79,1,0,True,False,True,False,False
