step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,aml_flag
157,1,12171.31,13959,0.0,0.0,12242,421170.25,837474.09,0,0,Clean
127,4,321883.89,5195,321883.89,0.0,4019,0.0,0.0,1,0,Clean
289,1,87219.11,14633,87219.11,0.0,2573,45443.64,132662.75,1,0,Clean
231,1,62560.36,11610,0.0,0.0,2373,640099.51,702659.86,0,0,Clean
163,4,163294.35,61,163294.35,0.0,1931,0.0,0.0,1,0,Clean
307,4,1749325.14,2936,1749325.14,0.0,8290,0.0,0.0,1,0,Layering
595,1,236914.77,3471,236914.77,0.0,9444,175716.84,412631.61,1,0,Clean
399,3,23154.28,9189,492077.0,468922.72,15727,0.0,0.0,0,0,Clean
173,4,8594499.99,11195,8594499.99,0.0,9972,0.0,0.0,1,0,Layering
9,4,21922.0,227,21922.0,0.0,11836,0.0,0.0,1,0,Clean
206,1,473557.42,14443,433678.0,0.0,3526,0.0,473557.42,0,0,Clean
621,4,348751.45,6160,348751.45,0.0,10807,0.0,0.0,1,0,Clean
324,1,84021.79,13671,11386.0,0.0,4562,854701.55,938723.34,0,0,Clean
155,0,30742.57,10142,3892684.63,3923427.2,4981,2197186.84,2166444.27,0,0,Clean
162,3,7528.56,12954,40416.0,32887.44,14667,0.0,0.0,0,0,Clean
139,1,141514.6,5955,61433.0,0.0,9707,727484.96,868999.56,0,0,Clean
117,4,251621.18,15413,251621.18,0.0,12758,0.0,0.0,1,0,Clean
1,1,2806.0,9484,2806.0,0.0,66,26202.0,0.0,1,0,Clean
490,3,23392.76,509,8320.0,0.0,16058,0.0,0.0,0,0,Dormant Activity
679,4,3150438.28,7998,3150438.28,0.0,1227,0.0,0.0,1,0,Layering
233,1,251404.71,10982,20311.0,0.0,8013,0.0,251404.71,0,0,Clean
190,1,265747.73,9059,265747.73,0.0,6488,0.0,265747.73,1,0,Dormant Activity
402,1,153927.53,10358,6999.49,0.0,8435,1637204.97,1791132.5,0,0,Clean
235,3,4023.98,4952,0.0,0.0,14805,0.0,0.0,0,0,Clean
134,1,332390.07,13061,0.0,0.0,7515,750815.38,1083205.45,0,0,Clean
377,0,413155.98,15186,55276.0,468431.98,1540,0.0,0.0,0,0,Clean
475,1,20111.45,4679,20111.45,0.0,11336,1431418.64,1451530.08,1,0,Clean
437,1,119041.12,1634,119041.12,0.0,5572,1755159.6,1874200.73,1,0,Clean
227,1,2815893.17,14018,2815893.17,0.0,7296,104430.53,2920323.7,1,0,Clean
713,4,2046684.58,2102,2046684.58,0.0,12169,0.0,0.0,1,0,Layering
11,4,313418.28,13977,313418.28,0.0,12724,0.0,97980.88,1,0,Clean
412,4,381977.83,13830,381977.83,0.0,2040,0.0,0.0,1,0,Clean
644,4,628033.58,11918,628033.58,0.0,5084,0.0,0.0,1,0,Clean
216,1,290817.58,7137,0.0,0.0,9493,1510119.43,1800937.01,0,0,Clean
135,4,787462.93,1893,19472.0,0.0,8030,830180.7,1617643.63,0,0,Clean
646,1,10000000.0,10961,10000000.0,0.0,10689,0.0,10000000.0,1,0,Clean
277,4,621387.64,4502,621387.64,0.0,10874,0.0,0.0,1,0,Clean
716,4,455386.57,2080,455386.57,0.0,6869,0.0,0.0,1,0,Clean
696,4,803038.11,4119,803038.11,0.0,11757,0.0,0.0,1,0,Clean
470,4,2859010.61,9248,2859010.61,0.0,7136,0.0,0.0,1,0,Layering
282,4,1564952.45,13302,1564952.45,0.0,3131,0.0,0.0,1,0,Layering
445,4,100433.21,1005,100433.21,0.0,4360,0.0,0.0,1,0,Clean
343,4,237943.62,11578,237943.62,0.0,8863,0.0,0.0,1,0,Clean
491,4,1265033.25,14862,1265033.25,0.0,1837,0.0,0.0,1,0,Layering
229,1,100178.52,10509,21024.0,0.0,4246,0.0,100178.52,0,0,Clean
10,1,51838.11,3804,0.0,0.0,12011,657911.52,709749.62,0,0,Dormant Activity
546,1,59893.61,1746,9642.16,0.0,3857,70939.86,130833.47,0,0,Clean
249,4,3879669.76,14329,3879669.76,0.0,7867,0.0,0.0,1,0,Layering
736,4,172915.56,14812,172915.56,0.0,12976,0.0,0.0,1,0,Clean
26,4,369186.87,7643,369186.87,0.0,12806,0.0,0.0,1,0,Clean
355,1,120087.41,7521,4865.0,0.0,10247,2484715.62,2604803.02,0,0,Clean
66,1,107188.41,9137,107188.41,0.0,157,696135.43,803323.83,1,0,Clean
257,1,235058.28,11756,0.0,0.0,8886,411857.23,646915.51,0,0,Clean
562,1,2305939.38,9732,2305939.38,0.0,5523,0.0,2305939.38,1,0,Clean
203,1,17741.72,2910,757.0,0.0,8355,134895.5,152637.21,0,0,Clean
598,3,17682.86,4988,11565.0,0.0,15132,0.0,0.0,0,0,Clean
382,3,8158.73,13237,0.0,0.0,15560,0.0,0.0,0,0,Clean
348,1,470619.89,9884,0.0,0.0,7240,1751794.52,2222414.41,0,0,Clean
41,3,15897.57,3865,38430.0,22532.43,13998,0.0,0.0,0,0,Clean
8,4,43092.0,5950,43092.0,0.0,9472,0.0,0.0,1,0,Clean
38,1,124174.02,7557,20494.0,0.0,293,0.0,124174.02,0,0,Clean
130,1,349289.86,5853,0.0,0.0,3563,704048.38,1053338.24,0,0,Dormant Activity
131,4,10000000.0,9050,17476725.66,7476725.66,13292,0.0,0.0,1,0,Layering
441,1,107363.54,8040,107363.54,0.0,545,254832.73,362196.27,1,0,Clean
475,1,11424.36,11024,11424.36,0.0,1228,155495.9,166920.26,1,0,Clean
588,0,125478.66,205,170.0,125648.66,9518,37045.59,0.0,0,0,Clean
557,4,776303.43,3215,776303.43,0.0,13328,0.0,0.0,1,0,Clean
538,0,251209.15,5283,4787196.77,5038405.92,1942,1048748.88,797539.74,0,0,Clean
659,1,1321984.45,8409,1321984.45,0.0,9298,0.0,1321984.45,1,0,Clean
38,3,1391.54,3916,250944.0,249552.46,15696,0.0,0.0,0,0,Clean
534,0,228928.78,4385,1598148.23,1827077.01,3700,713577.43,484648.65,0,0,Clean
38,3,8985.36,5268,0.0,0.0,15377,0.0,0.0,0,0,Clean
348,4,1074260.57,4448,0.0,0.0,6839,4485815.21,5560075.78,0,0,Layering
46,0,51883.73,2115,15157329.38,15209213.11,8701,8031996.55,7980112.82,0,0,Clean
350,4,117326.12,15426,36862.0,0.0,8304,13629499.98,13746826.1,0,0,Dormant Activity
380,1,3070709.95,4198,3070709.95,0.0,3618,0.0,3070709.95,1,0,Dormant Activity
541,1,3297243.38,3373,3297243.38,0.0,6778,22757.65,3320001.02,1,0,Clean
39,4,18887.0,14086,18887.0,0.0,8141,0.0,0.0,1,0,Clean
527,1,6087.58,13428,6087.58,0.0,10827,3584904.5,3590992.07,1,0,Clean
586,1,245991.5,1347,245991.5,0.0,10379,54630.66,300622.16,1,0,Clean
521,1,48734.24,7809,48734.24,0.0,2967,547479.72,596213.96,1,0,Clean
225,1,10276.87,434,10276.87,0.0,9080,950042.35,960319.22,1,0,Clean
39,1,351232.88,7448,51462.0,0.0,881,473022.34,824255.22,0,0,Clean
404,1,62271.77,274,20333.0,0.0,10167,281033.09,343304.86,0,0,Clean
353,4,275082.0,9988,275082.0,0.0,4707,0.0,0.0,1,0,Clean
610,1,298754.96,15388,298754.96,0.0,5649,1865811.93,2164566.89,1,0,Dormant Activity
619,1,2341474.44,825,2341474.44,0.0,8354,18780.15,2360254.6,1,0,Clean
275,4,421270.26,6648,191274.0,0.0,6548,0.0,421270.26,0,0,Clean
334,0,198887.55,6674,7453814.02,7652701.56,6251,737163.77,538276.22,0,0,Clean
202,1,277049.8,4741,501.0,0.0,8144,0.0,277049.8,0,0,Clean
638,1,43996.54,343,43996.54,0.0,26,808284.11,852280.66,1,0,Clean
72,4,3243092.91,15491,3243092.91,0.0,5363,0.0,0.0,1,0,Layering
10,1,143657.04,15395,31118.0,0.0,656,86104.7,61924.83,0,0,Dormant Activity
2,1,963532.14,11667,963532.14,0.0,13438,132382.57,1095914.71,1,0,Clean
143,1,810599.16,1331,810599.16,0.0,2610,971634.6,1782233.77,1,0,Clean
262,1,328427.77,5177,328427.77,0.0,2084,49762.33,378190.1,1,0,Clean
354,3,12386.47,9908,0.0,0.0,13707,0.0,0.0,0,0,Clean
328,4,922143.84,7371,0.0,0.0,825,10000000.0,10922143.84,0,0,Clean
348,1,222450.72,2701,103164.0,0.0,8000,0.0,222450.72,0,0,Clean
735,1,417103.68,3863,417103.68,0.0,2547,34232.06,451335.75,1,0,Clean
48,1,119230.5,3445,678.1,0.0,13306,183947.92,303178.42,0,0,Clean
11,0,95251.95,8787,3011.0,98262.95,8961,117817.13,22565.18,0,0,Clean
540,1,47481.9,6106,0.0,0.0,11724,744897.64,792379.54,0,0,Dormant Activity
522,0,321313.96,4630,4686460.11,5007774.07,8039,1385408.85,1064094.89,0,0,Clean
324,3,17936.41,9086,28868.0,10931.59,16095,0.0,0.0,0,0,Clean
26,1,37065.55,10396,37065.55,0.0,10086,1396327.66,1433393.21,1,0,Clean
514,1,137605.04,5056,137605.04,0.0,6421,0.0,137605.04,1,0,Clean
477,4,9639524.7,4208,9639524.7,0.0,9891,0.0,0.0,1,0,Layering
306,4,850530.59,2634,850530.59,0.0,7725,0.0,0.0,1,0,Clean
222,1,1388774.78,2094,1388774.78,0.0,10947,411942.91,1800717.69,1,0,Clean
163,1,306902.18,3557,0.0,0.0,2052,563272.7,605706.62,0,0,Clean
618,4,34473.07,746,34473.07,0.0,11483,0.0,0.0,1,0,Clean
670,1,1001446.44,7550,1001446.44,0.0,10711,0.0,1001446.44,1,0,Dormant Activity
22,4,379878.0,10838,379878.0,0.0,9312,0.0,0.0,1,0,Clean
46,3,4868.1,10737,20365.0,15496.9,15888,0.0,0.0,0,0,Clean
719,4,366896.03,2209,366896.03,0.0,7940,0.0,0.0,1,0,Clean
13,3,8056.96,12735,438.0,0.0,14983,0.0,0.0,0,0,Clean
359,4,45271.85,55,45271.85,0.0,10186,0.0,0.0,1,0,Clean
352,1,354929.24,14928,173201.0,0.0,10658,3272213.74,3627142.98,0,0,Clean
735,1,92735.71,14607,92735.71,0.0,10487,921583.3,1014319.01,1,0,Clean
435,1,1143937.73,2974,1143937.73,0.0,8952,174260.08,1318197.81,1,0,Clean
63,4,148188.84,5399,148188.84,0.0,6963,0.0,0.0,1,0,Clean
365,4,3244067.13,9298,3244067.13,0.0,3918,0.0,0.0,1,0,Layering
219,4,248242.32,225,248242.32,0.0,449,0.0,0.0,1,0,Clean
323,3,6038.56,6627,0.0,0.0,14376,0.0,0.0,0,0,Clean
176,1,102229.91,8940,102229.91,0.0,13156,0.0,102229.91,1,0,Clean
185,1,404906.66,897,31062.0,0.0,11601,61492.34,466399.0,0,0,Clean
185,1,270119.43,12238,0.0,0.0,11407,3267047.52,3537166.95,0,0,Clean
134,1,250658.09,124,353237.0,102578.91,164,455000.94,705659.03,0,0,Clean
250,1,49444.82,1541,1829.0,0.0,6314,214315.03,263759.84,0,0,Dormant Activity
557,4,643052.88,7726,643052.88,0.0,2112,0.0,0.0,1,0,Clean
431,4,966389.93,15732,966389.93,0.0,12606,0.0,0.0,1,0,Clean
134,3,5765.16,418,38440.27,32675.12,15414,0.0,0.0,0,0,Clean
398,0,64222.98,2663,2802161.12,2866384.1,506,1107902.43,1043679.45,0,0,Clean
187,0,130864.88,4536,339106.3,469971.18,7892,455979.17,325114.29,0,0,Clean
647,4,64202.85,5620,64202.85,0.0,5845,0.0,0.0,1,0,Clean
737,4,2194533.79,15327,2194533.79,0.0,199,0.0,0.0,1,0,Layering
373,1,473101.64,4073,11451.0,0.0,2118,203104.96,676206.6,0,0,Clean
45,3,26274.31,10571,0.0,0.0,14719,0.0,0.0,0,0,Clean
707,1,4676.42,14835,4676.42,0.0,11864,0.0,4676.42,1,0,Clean
288,4,44116.87,13403,44116.87,0.0,6630,0.0,0.0,1,0,Clean
644,4,4438931.81,13029,4438931.81,0.0,7454,0.0,0.0,1,0,Layering
134,3,2676.64,2990,181815.99,179139.35,15640,0.0,0.0,0,0,Clean
308,1,101060.43,10886,0.0,0.0,6929,340184.11,441244.54,0,0,Clean
459,4,4153.02,4341,4153.02,0.0,9378,0.0,0.0,1,0,Clean
155,0,251228.28,5608,35327.0,286555.28,2228,238750.02,0.0,0,0,Clean
35,1,257633.65,10277,15484.0,0.0,10224,1100864.85,1358498.5,0,0,Clean
262,4,218074.57,1842,218074.57,0.0,3400,0.0,0.0,1,0,Clean
531,4,13074.53,12790,13074.53,0.0,12395,0.0,0.0,1,0,Clean
478,4,51183.25,6801,51183.25,0.0,563,0.0,0.0,1,0,Clean
347,1,18229.58,3193,33050.0,14820.42,11967,847291.42,865521.01,0,0,Clean
233,3,32744.2,15500,66316.49,33572.29,15019,0.0,0.0,0,0,Clean
256,0,211285.72,10374,770.0,212055.72,8579,0.0,0.0,0,0,Clean
157,1,558761.49,14652,195032.0,0.0,3151,844409.59,1552234.73,0,0,Clean
232,1,33302.96,13076,33302.96,0.0,7627,0.0,33302.96,1,0,Clean
404,3,12016.73,6447,11903.56,0.0,16141,0.0,0.0,0,0,Clean
430,1,3302492.95,10256,3302492.95,0.0,10918,589810.81,3892303.76,1,0,Dormant Activity
335,4,723915.85,11849,723915.85,0.0,11145,0.0,0.0,1,0,Clean
133,1,287741.9,6452,0.0,0.0,4393,518974.39,806716.29,0,0,Clean
357,1,201481.14,4669,6671.46,0.0,2448,797695.63,999176.76,0,0,Clean
237,1,10000000.0,15105,10000000.0,0.0,2809,13009399.24,23009399.24,1,0,Clean
468,4,155926.42,5333,155926.42,0.0,8709,0.0,0.0,1,0,Clean
460,4,76548.48,8724,76548.48,0.0,7071,0.0,0.0,1,0,Dormant Activity
20,0,160713.38,11544,2748477.62,2909191.0,7098,302200.94,141487.56,0,0,Dormant Activity
465,1,4690769.98,2307,4690769.98,0.0,4186,0.0,4690769.98,1,0,Clean
594,2,1271.01,14521,1881.0,609.99,6214,2573079.77,2574350.78,0,0,Clean
669,1,106290.68,2611,106290.68,0.0,11923,0.0,106290.68,1,0,Clean
308,0,94775.86,4129,9182134.6,9276910.46,7006,859990.62,765214.75,0,0,Clean
299,1,188348.33,2124,100124.0,0.0,12928,2975357.59,3418569.61,0,0,Clean
203,1,4644693.12,7883,4644693.12,0.0,10579,0.0,4644693.12,1,0,Clean
253,4,2415826.18,12673,2415826.18,0.0,9785,0.0,0.0,1,0,Layering
218,4,61470.02,8063,61470.02,0.0,7125,0.0,0.0,1,0,Clean
492,1,51394.35,14551,0.0,0.0,3990,100887.24,152281.59,0,0,Clean
329,3,4515.26,3230,180256.0,175740.74,15876,0.0,0.0,0,0,Clean
345,1,927729.13,4516,927729.13,0.0,6335,0.0,927729.13,1,0,Clean
236,3,10157.25,10231,0.0,0.0,14251,0.0,0.0,0,0,Clean
104,4,306833.41,4611,306833.41,0.0,9956,0.0,0.0,1,0,Clean
406,3,22143.21,4777,41748.0,19604.79,15338,0.0,0.0,0,0,Clean
719,1,366896.03,9586,366896.03,0.0,7320,0.0,366896.03,1,0,Clean
187,1,856386.66,7712,856386.66,0.0,1955,256445.98,1112832.65,1,0,Clean
296,1,717046.74,6049,717046.74,0.0,6436,313951.85,1030998.59,1,0,Clean
336,3,25545.3,5232,18728.91,0.0,15588,0.0,0.0,0,0,Clean
517,1,699183.61,319,699183.61,0.0,5146,1355085.63,2054269.23,1,0,Clean
672,1,330756.72,12688,330756.72,0.0,7102,251495.1,582251.83,1,0,Clean
404,1,27186.72,5457,0.0,0.0,13425,60322.59,87509.3,0,0,Clean
377,1,489033.93,15749,489033.93,0.0,721,0.0,489033.93,1,0,Clean
382,3,19578.16,1848,5091.0,0.0,14847,0.0,0.0,0,0,Clean
705,0,138994.62,15335,1910314.43,2049309.05,10572,3761973.38,3622978.76,0,0,Clean
403,3,10135.68,14457,0.0,0.0,14806,0.0,0.0,0,0,Clean
514,0,70225.15,8421,56120.0,126345.15,3689,33238.17,0.0,0,0,Clean
203,1,155574.08,2674,124.0,0.0,3880,214332.32,369906.4,0,0,Clean
149,4,17569.42,14440,17569.42,0.0,8340,0.0,0.0,1,0,Clean
310,1,13846.15,8933,644537.0,630690.85,3439,0.0,13846.15,0,0,Dormant Activity
437,1,207801.38,14918,207801.38,0.0,11744,0.0,207801.38,1,0,Clean
139,1,375141.86,13907,375141.86,0.0,4382,124753.19,252008.88,1,0,Clean
154,3,2479.5,16276,7004.0,4524.5,15063,0.0,0.0,0,0,Clean
226,0,388032.53,4488,17478187.74,17866220.27,13442,613129.09,225096.56,0,0,Clean
135,3,1321.67,2812,198.0,0.0,15325,0.0,0.0,0,0,Clean
407,3,1551.12,8289,45095.0,43543.88,14573,0.0,0.0,0,0,Clean
156,1,230239.49,12243,24544.0,0.0,3458,2009577.76,2239817.25,0,0,Clean
30,1,19016.22,2236,19016.22,0.0,317,9347999.52,9367015.74,1,0,Dormant Activity
274,4,24279.32,1525,24279.32,0.0,6636,0.0,0.0,1,0,Clean
116,4,2694857.26,9474,2694857.26,0.0,13313,0.0,0.0,1,0,Layering
130,4,201988.55,1129,201988.55,0.0,12069,0.0,0.0,1,0,Dormant Activity
383,3,7779.47,11233,0.0,0.0,15594,0.0,0.0,0,0,Clean
322,0,32952.46,10915,506442.0,539394.46,1236,0.0,0.0,0,0,Clean
120,3,14542.16,7203,27084.0,12541.84,15670,0.0,0.0,0,0,Dormant Activity
154,4,1581441.8,5785,1581441.8,0.0,6391,0.0,0.0,1,0,Layering
374,1,115125.3,15644,115125.3,0.0,3796,8601839.76,8716965.06,1,0,Clean
156,1,439547.7,12969,15951.0,0.0,1918,538679.12,978226.83,0,0,Clean
398,1,3977.87,5144,37769.0,33791.13,4040,0.0,3977.87,0,0,Clean
534,4,671516.68,7284,671516.68,0.0,4734,0.0,0.0,1,0,Clean
351,4,153607.08,15374,153607.08,0.0,2212,0.0,0.0,1,0,Clean
192,4,1764326.19,8310,1764326.19,0.0,6667,0.0,0.0,1,0,Layering
68,4,157494.6,1114,157494.6,0.0,5053,0.0,0.0,1,0,Clean
310,4,5239429.19,4456,5239429.19,0.0,5467,0.0,0.0,1,0,Layering
568,1,66188.66,6431,66188.66,0.0,3675,715846.03,782034.69,1,0,Clean
378,3,3066.54,12744,0.0,0.0,13975,0.0,0.0,0,0,Clean
710,1,10000000.0,11523,10000000.0,0.0,5367,1058449.45,11058449.45,1,0,Dormant Activity
16,0,189668.51,2204,5785679.12,5975347.63,11883,4457246.94,4488943.53,0,0,Clean
283,3,4233.55,2574,17140.06,12906.51,15318,0.0,0.0,0,0,Clean
595,4,76732.89,3619,76732.89,0.0,9431,0.0,0.0,1,0,Clean
256,3,6081.9,2776,13189.14,7107.24,13534,0.0,0.0,0,0,Clean
418,4,892376.71,8226,892376.71,0.0,1313,0.0,0.0,1,0,Clean
370,1,811459.21,934,811459.21,0.0,7536,843227.0,1654686.21,1,0,Dormant Activity
37,1,128133.0,15735,128133.0,0.0,1998,160395.62,288528.62,1,0,Clean
179,4,1494831.65,6133,1494831.65,0.0,8308,0.0,0.0,1,0,Layering
675,4,10000000.0,2542,12772043.9,2772043.9,8495,0.0,0.0,1,0,Layering
281,0,350743.85,9875,3928494.2,4279238.06,11251,2196769.75,1846025.9,0,0,Clean
565,4,254947.37,11893,254947.37,0.0,10277,0.0,0.0,1,0,Clean
163,1,320057.69,2325,307016.0,0.0,13454,371767.07,691824.76,0,0,Clean
731,1,81677.17,5420,81677.17,0.0,10280,130887.69,212564.86,1,0,Clean
686,0,188895.91,2068,70016.0,258911.91,2481,0.0,0.0,0,0,Clean
260,0,388328.27,8348,4163255.6,4551583.87,669,28618247.66,28229919.39,0,0,Dormant Activity
306,1,87217.41,8582,1126.0,0.0,5224,0.0,87217.41,0,0,Clean
588,4,13421.28,11224,13421.28,0.0,4349,0.0,0.0,1,0,Clean
485,1,277485.25,5286,277485.25,0.0,9533,0.0,277485.25,1,0,Clean
155,0,215927.07,14358,1159355.05,1375282.12,531,2771280.59,2555353.52,0,0,Clean
699,1,2763398.31,4210,2763398.31,0.0,9667,339515.35,3102913.66,1,0,Clean
232,0,402791.59,15502,1037156.39,1439947.97,2378,1806623.87,1403832.28,0,0,Clean
221,4,1123561.68,2051,1123561.68,0.0,10636,0.0,0.0,1,0,Layering
189,4,165207.91,6649,0.0,0.0,9965,2291146.06,2456353.97,0,0,Clean
8,1,89631.24,8145,89631.24,0.0,7302,21175.0,0.0,1,0,Clean
9,1,1154353.99,304,1154353.99,0.0,1355,162222.0,1965587.6,1,0,Clean
160,4,2432747.48,5366,2432747.48,0.0,6980,0.0,0.0,1,0,Layering
258,1,129860.64,10242,0.0,0.0,9799,175551.7,305412.34,0,0,Clean
46,4,633285.7,13676,0.0,0.0,8589,3553316.26,4186601.97,0,0,Clean
202,3,3467.43,9960,83124.02,79656.59,14512,0.0,0.0,0,0,Clean
341,1,357824.01,421,357824.01,0.0,4171,158077.81,515901.82,1,0,Clean
403,0,69863.43,7305,40627.0,110490.43,1484,752873.95,683010.51,0,0,Clean
608,4,4716307.48,15903,4716307.48,0.0,8937,0.0,0.0,1,0,Layering
132,1,19509.71,16373,853308.0,833798.29,3841,1630051.62,1649561.33,0,0,Clean
560,4,143275.81,5630,143275.81,0.0,3408,0.0,0.0,1,0,Dormant Activity
541,4,107320.81,9882,107320.81,0.0,13074,0.0,0.0,1,0,Clean
550,0,8457.43,3156,188.0,8645.43,7370,47440.86,38983.44,0,0,Dormant Activity
592,1,205222.6,8227,43197.0,0.0,2791,0.0,205222.6,0,0,Clean
431,3,1731.61,6831,102140.0,100408.39,15745,0.0,0.0,0,0,Clean
582,1,6106149.52,13258,6106149.52,0.0,1962,2003487.05,8109636.57,1,0,Clean
442,4,355969.72,9967,355969.72,0.0,11868,0.0,0.0,1,0,Clean
158,1,27723.34,1781,27723.34,0.0,9689,983150.44,1010873.78,1,0,Clean
563,4,1676936.79,3888,1676936.79,0.0,5273,0.0,0.0,1,0,Layering
370,0,81833.13,9997,5666094.13,5747927.27,2317,2785905.43,2704072.3,0,0,Dormant Activity
10,4,475262.82,5927,0.0,0.0,8828,1108102.77,1583365.58,0,0,Dormant Activity
151,4,147080.42,5552,147080.42,0.0,12555,0.0,0.0,1,0,Clean
236,3,2729.03,9467,0.0,0.0,15317,0.0,0.0,0,0,Clean
382,4,1595587.46,643,1595587.46,0.0,5830,0.0,0.0,1,0,Layering
636,1,222517.07,2744,222517.07,0.0,1914,130580.85,353097.93,1,0,Clean
